,year,state,consumption,state_code,tax_name,tax_code,taxes_collected,include?,population
3035,2020,Idaho,64781,13.0,Occupation and Business License NEC,T28,78716,no,1718904
3036,2018,Montana,43990,27.0,Occupation and Business License NEC,T28,111462,no,1053090
3037,2019,Montana,45545,27.0,Occupation and Business License NEC,T28,111462,no,1053090
3038,2020,Montana,45719,27.0,Occupation and Business License NEC,T28,111462,no,1053090
3039,2018,Utah,113864,45.0,Occupation and Business License NEC,T28,55350,no,3103118
3040,2019,Utah,119970,45.0,Occupation and Business License NEC,T28,55350,no,3103118
3041,2020,Utah,121445,45.0,Occupation and Business License NEC,T28,55350,no,3103118
3042,2018,Wyoming,24352,51.0,Occupation and Business License NEC,T28,39506,no,578934
3043,2019,Wyoming,24839,51.0,Occupation and Business License NEC,T28,39506,no,578934
3044,2020,Wyoming,24467,51.0,Occupation and Business License NEC,T28,39506,no,578934
3045,2018,Alaska,36645,2.0,Occupation and Business License NEC,T28,49272,no,739786
3046,2019,Alaska,37780,2.0,Occupation and Business License NEC,T28,49272,no,739786
3047,2020,Alaska,35636,2.0,Occupation and Business License NEC,T28,49272,no,739786
3048,2018,California,1835635,5.0,Occupation and Business License NEC,T28,1469235,no,39399349
3049,2019,California,1921463,5.0,Occupation and Business License NEC,T28,1469235,no,39399349
3050,2020,California,1835981,5.0,Occupation and Business License NEC,T28,1469235,no,39399349
3051,2018,Hawaii,64439,12.0,Occupation and Business License NEC,T28,48633,no,1424203
3052,2019,Hawaii,66977,12.0,Occupation and Business License NEC,T28,48633,no,1424203
3053,2020,Hawaii,63427,12.0,Occupation and Business License NEC,T28,48633,no,1424203
3054,2018,Nevada,120132,29.0,Occupation and Business License NEC,T28,242142,no,2972405
3055,2019,Nevada,125927,29.0,Occupation and Business License NEC,T28,242142,no,2972405
3056,2020,Nevada,123054,29.0,Occupation and Business License NEC,T28,242142,no,2972405
3057,2018,Oregon,172989,38.0,Occupation and Business License NEC,T28,367539,no,4146592
3058,2019,Oregon,180750,38.0,Occupation and Business License NEC,T28,367539,no,4146592
3059,2020,Oregon,178375,38.0,Occupation and Business License NEC,T28,367539,no,4146592
3060,2018,Washington,347411,48.0,Occupation and Business License NEC,T28,357846,no,7425432
3061,2019,Washington,363100,48.0,Occupation and Business License NEC,T28,357846,no,7425432
3062,2020,Washington,354219,48.0,Occupation and Business License NEC,T28,357846,no,7425432
3063,2018,Connecticut,181568,7.0,Other License Taxes,T29,3447,no,3573880
3064,2019,Connecticut,185316,7.0,Other License Taxes,T29,3447,no,3573880
3065,2020,Connecticut,179406,7.0,Other License Taxes,T29,3447,no,3573880
3066,2018,Maine,60086,20.0,Other License Taxes,T29,9835,no,1335063
3067,2019,Maine,62130,20.0,Other License Taxes,T29,9835,no,1335063
3068,2020,Maine,61124,20.0,Other License Taxes,T29,9835,no,1335063
3069,2018,Massachusetts,364730,22.0,Other License Taxes,T29,235292,no,6863246
3070,2019,Massachusetts,377584,22.0,Other License Taxes,T29,235292,no,6863246
3071,2020,Massachusetts,358472,22.0,Other License Taxes,T29,235292,no,6863246
3072,2018,New Hampshire,69527,30.0,Other License Taxes,T29,964,no,1349767
3073,2019,New Hampshire,72030,30.0,Other License Taxes,T29,964,no,1349767
3074,2020,New Hampshire,70719,30.0,Other License Taxes,T29,964,no,1349767
3075,2018,Rhode Island,45923,40.0,Other License Taxes,T29,4926,no,1056486
3076,2019,Rhode Island,47198,40.0,Other License Taxes,T29,4926,no,1056486
3077,2020,Rhode Island,45397,40.0,Other License Taxes,T29,4926,no,1056486
3078,2018,Vermont,30020,46.0,Other License Taxes,T29,4262,no,624525
3079,2019,Vermont,30756,46.0,Other License Taxes,T29,4262,no,624525
3080,2020,Vermont,29545,46.0,Other License Taxes,T29,4262,no,624525
3081,2018,Delaware,44250,8.0,Other License Taxes,T29,6973,no,957078
3082,2019,Delaware,45865,8.0,Other License Taxes,T29,6973,no,957078
3083,2020,Delaware,44834,8.0,Other License Taxes,T29,6973,no,957078
3084,2018,Maryland,273980,21.0,Other License Taxes,T29,1854,no,6024891
3085,2019,Maryland,280842,21.0,Other License Taxes,T29,1854,no,6024891
3086,2020,Maryland,268457,21.0,Other License Taxes,T29,1854,no,6024891
3087,2018,New Jersey,443500,31.0,Other License Taxes,T29,1979,no,8888543
3088,2019,New Jersey,458468,31.0,Other License Taxes,T29,1979,no,8888543
3089,2020,New Jersey,446078,31.0,Other License Taxes,T29,1979,no,8888543
3090,2018,New York,976857,33.0,Other License Taxes,T29,1494,no,19590719
3091,2019,New York,1015020,33.0,Other License Taxes,T29,1494,no,19590719
3092,2020,New York,961707,33.0,Other License Taxes,T29,1494,no,19590719
3093,2018,Pennsylvania,577036,39.0,Other License Taxes,T29,19934,no,12790447
3094,2019,Pennsylvania,594861,39.0,Other License Taxes,T29,19934,no,12790447
3095,2020,Pennsylvania,570772,39.0,Other License Taxes,T29,19934,no,12790447
3096,2018,Illinois,559565,14.0,Other License Taxes,T29,30267,no,12786196
3097,2019,Illinois,574300,14.0,Other License Taxes,T29,30267,no,12786196
3098,2020,Illinois,553612,14.0,Other License Taxes,T29,30267,no,12786196
3099,2018,Indiana,253792,15.0,Other License Taxes,T29,84690,no,6660082
3100,2019,Indiana,260120,15.0,Other License Taxes,T29,84690,no,6660082
3101,2020,Indiana,257343,15.0,Other License Taxes,T29,84690,no,6660082
3102,2018,Michigan,411916,23.0,Other License Taxes,T29,228545,no,9976447
3103,2019,Michigan,423448,23.0,Other License Taxes,T29,228545,no,9976447
3104,2020,Michigan,411364,23.0,Other License Taxes,T29,228545,no,9976447
3105,2018,Ohio,463474,36.0,Other License Taxes,T29,52356,no,11664129
3106,2019,Ohio,475942,36.0,Other License Taxes,T29,52356,no,11664129
3107,2020,Ohio,466160,36.0,Other License Taxes,T29,52356,no,11664129
3108,2018,Wisconsin,238008,50.0,Other License Taxes,T29,821,no,5792051
3109,2019,Wisconsin,244555,50.0,Other License Taxes,T29,821,no,5792051
3110,2020,Wisconsin,238923,50.0,Other License Taxes,T29,821,no,5792051
3111,2018,Iowa,119390,16.0,Other License Taxes,T29,2973,no,3143637
3112,2019,Iowa,121840,16.0,Other License Taxes,T29,2973,no,3143637
3113,2020,Iowa,118905,16.0,Other License Taxes,T29,2973,no,3143637
3114,2018,Kansas,111458,17.0,Other License Taxes,T29,2484,no,2910689
3115,2019,Kansas,114771,17.0,Other License Taxes,T29,2484,no,2910689
3116,2020,Kansas,113185,17.0,Other License Taxes,T29,2484,no,2910689
3117,2018,Minnesota,255154,24.0,Other License Taxes,T29,63408,no,5568155
3118,2019,Minnesota,262443,24.0,Other License Taxes,T29,63408,no,5568155
3119,2020,Minnesota,251205,24.0,Other License Taxes,T29,63408,no,5568155
3120,2018,Missouri,244845,26.0,Other License Taxes,T29,75900,no,6108612
3121,2019,Missouri,252194,26.0,Other License Taxes,T29,75900,no,6108612
3122,2020,Missouri,246053,26.0,Other License Taxes,T29,75900,no,6108612
3123,2018,Nebraska,78632,28.0,Other License Taxes,T29,992,no,1917575
3124,2019,Nebraska,80688,28.0,Other License Taxes,T29,992,no,1917575
3125,2020,Nebraska,79714,28.0,Other License Taxes,T29,992,no,1917575
3126,2018,North Dakota,34104,35.0,Other License Taxes,T29,0,no,755176
3127,2019,North Dakota,34836,35.0,Other License Taxes,T29,0,no,755176
3128,2020,North Dakota,33631,35.0,Other License Taxes,T29,0,no,755176
3129,2018,South Dakota,36219,42.0,Other License Taxes,T29,23649,no,873286
3130,2019,South Dakota,37599,42.0,Other License Taxes,T29,23649,no,873286
3131,2020,South Dakota,37338,42.0,Other License Taxes,T29,23649,no,873286
3132,2018,Alabama,170857,1.0,Other License Taxes,T29,0,no,4875120
3133,2019,Alabama,177751,1.0,Other License Taxes,T29,0,no,4875120
3134,2020,Alabama,176480,1.0,Other License Taxes,T29,0,no,4875120
3135,2018,Arkansas,101727,4.0,Other License Taxes,T29,1879,no,3002997
3136,2019,Arkansas,104430,4.0,Other License Taxes,T29,1879,no,3002997
3137,2020,Arkansas,104489,4.0,Other License Taxes,T29,1879,no,3002997
3138,2018,Florida,927049,10.0,Other License Taxes,T29,8910,no,20976812
3139,2019,Florida,966943,10.0,Other License Taxes,T29,8910,no,20976812
3140,2020,Florida,947906,10.0,Other License Taxes,T29,8910,no,20976812
3141,2018,Georgia,400690,11.0,Other License Taxes,T29,26895,no,10413055
3142,2019,Georgia,416542,11.0,Other License Taxes,T29,26895,no,10413055
3143,2020,Georgia,408753,11.0,Other License Taxes,T29,26895,no,10413055
3144,2018,Kentucky,160788,18.0,Other License Taxes,T29,3718,no,4453874
3145,2019,Kentucky,165186,18.0,Other License Taxes,T29,3718,no,4453874
3146,2020,Kentucky,163750,18.0,Other License Taxes,T29,3718,no,4453874
3147,2018,Louisiana,171430,19.0,Other License Taxes,T29,4258,no,4670818
3148,2019,Louisiana,176521,19.0,Other License Taxes,T29,4258,no,4670818
3149,2020,Louisiana,173521,19.0,Other License Taxes,T29,4258,no,4670818
3150,2018,Mississippi,94782,25.0,Other License Taxes,T29,80111,no,2989663
3151,2019,Mississippi,96534,25.0,Other License Taxes,T29,80111,no,2989663
3152,2020,Mississippi,95998,25.0,Other License Taxes,T29,80111,no,2989663
3153,2018,North Carolina,388543,34.0,Other License Taxes,T29,35960,no,10270800
3154,2019,North Carolina,407916,34.0,Other License Taxes,T29,35960,no,10270800
3155,2020,North Carolina,405953,34.0,Other License Taxes,T29,35960,no,10270800
3156,2018,South Carolina,188549,41.0,Other License Taxes,T29,19191,no,5021219
3157,2019,South Carolina,196624,41.0,Other License Taxes,T29,19191,no,5021219
3158,2020,South Carolina,195959,41.0,Other License Taxes,T29,19191,no,5021219
3159,2018,Tennessee,250646,43.0,Other License Taxes,T29,8837,no,6708794
3160,2019,Tennessee,260814,43.0,Other License Taxes,T29,8837,no,6708794
3161,2020,Tennessee,258252,43.0,Other License Taxes,T29,8837,no,6708794
3162,2018,Virginia,366752,47.0,Other License Taxes,T29,4654,no,8465207
3163,2019,Virginia,377556,47.0,Other License Taxes,T29,4654,no,8465207
3164,2020,Virginia,367303,47.0,Other License Taxes,T29,4654,no,8465207
3165,2018,West Virginia,66584,49.0,Other License Taxes,T29,3657,no,1817048
3166,2019,West Virginia,68110,49.0,Other License Taxes,T29,3657,no,1817048
3167,2020,West Virginia,66404,49.0,Other License Taxes,T29,3657,no,1817048
3168,2018,Arizona,273434,3.0,Other License Taxes,T29,1602,no,7048876
3169,2019,Arizona,287660,3.0,Other License Taxes,T29,1602,no,7048876
3170,2020,Arizona,287090,3.0,Other License Taxes,T29,1602,no,7048876
3171,2018,New Mexico,74540,32.0,Other License Taxes,T29,0,no,2093395
3172,2019,New Mexico,76039,32.0,Other License Taxes,T29,0,no,2093395
3173,2020,New Mexico,74276,32.0,Other License Taxes,T29,0,no,2093395
3174,2018,Oklahoma,135983,37.0,Other License Taxes,T29,726,no,3932640
3175,2019,Oklahoma,138946,37.0,Other License Taxes,T29,726,no,3932640
3176,2020,Oklahoma,137469,37.0,Other License Taxes,T29,726,no,3932640
3177,2018,Texas,1128352,44.0,Other License Taxes,T29,164102,no,28322717
3178,2019,Texas,1173809,44.0,Other License Taxes,T29,164102,no,28322717
3179,2020,Texas,1164466,44.0,Other License Taxes,T29,164102,no,28322717
3180,2018,Colorado,259864,6.0,Other License Taxes,T29,117,no,5615902
3181,2019,Colorado,273403,6.0,Other License Taxes,T29,117,no,5615902
3182,2020,Colorado,270883,6.0,Other License Taxes,T29,117,no,5615902
3183,2018,Idaho,61376,13.0,Other License Taxes,T29,3706,no,1718904
3184,2019,Idaho,63986,13.0,Other License Taxes,T29,3706,no,1718904
3185,2020,Idaho,64781,13.0,Other License Taxes,T29,3706,no,1718904
3186,2018,Montana,43990,27.0,Other License Taxes,T29,11103,no,1053090
3187,2019,Montana,45545,27.0,Other License Taxes,T29,11103,no,1053090
3188,2020,Montana,45719,27.0,Other License Taxes,T29,11103,no,1053090
3189,2018,Utah,113864,45.0,Other License Taxes,T29,8795,no,3103118
3190,2019,Utah,119970,45.0,Other License Taxes,T29,8795,no,3103118
3191,2020,Utah,121445,45.0,Other License Taxes,T29,8795,no,3103118
3192,2018,Wyoming,24352,51.0,Other License Taxes,T29,0,no,578934
3193,2019,Wyoming,24839,51.0,Other License Taxes,T29,0,no,578934
3194,2020,Wyoming,24467,51.0,Other License Taxes,T29,0,no,578934
3195,2018,Alaska,36645,2.0,Other License Taxes,T29,2544,no,739786
3196,2019,Alaska,37780,2.0,Other License Taxes,T29,2544,no,739786
3197,2020,Alaska,35636,2.0,Other License Taxes,T29,2544,no,739786
3198,2018,California,1835635,5.0,Other License Taxes,T29,4444,no,39399349
3199,2019,California,1921463,5.0,Other License Taxes,T29,4444,no,39399349
3200,2020,California,1835981,5.0,Other License Taxes,T29,4444,no,39399349
3201,2018,Hawaii,64439,12.0,Other License Taxes,T29,12647,no,1424203
3202,2019,Hawaii,66977,12.0,Other License Taxes,T29,12647,no,1424203
3203,2020,Hawaii,63427,12.0,Other License Taxes,T29,12647,no,1424203
3204,2018,Nevada,120132,29.0,Other License Taxes,T29,4814,no,2972405
3205,2019,Nevada,125927,29.0,Other License Taxes,T29,4814,no,2972405
3206,2020,Nevada,123054,29.0,Other License Taxes,T29,4814,no,2972405
3207,2018,Oregon,172989,38.0,Other License Taxes,T29,6651,no,4146592
3208,2019,Oregon,180750,38.0,Other License Taxes,T29,6651,no,4146592
3209,2020,Oregon,178375,38.0,Other License Taxes,T29,6651,no,4146592
3210,2018,Washington,347411,48.0,Other License Taxes,T29,169076,no,7425432
3211,2019,Washington,363100,48.0,Other License Taxes,T29,169076,no,7425432
3212,2020,Washington,354219,48.0,Other License Taxes,T29,169076,no,7425432
3618,2018,Connecticut,181568,7.0,Other Taxes,TA5,396788,no,3573880
3619,2019,Connecticut,185316,7.0,Other Taxes,TA5,396788,no,3573880
3620,2020,Connecticut,179406,7.0,Other Taxes,TA5,396788,no,3573880
3621,2018,Maine,60086,20.0,Other Taxes,TA5,43906,no,1335063
3622,2019,Maine,62130,20.0,Other Taxes,TA5,43906,no,1335063
3623,2020,Maine,61124,20.0,Other Taxes,TA5,43906,no,1335063
3624,2018,Massachusetts,364730,22.0,Other Taxes,TA5,660502,no,6863246
3625,2019,Massachusetts,377584,22.0,Other Taxes,TA5,660502,no,6863246
3626,2020,Massachusetts,358472,22.0,Other Taxes,TA5,660502,no,6863246
3627,2018,New Hampshire,69527,30.0,Other Taxes,TA5,163310,no,1349767
3628,2019,New Hampshire,72030,30.0,Other Taxes,TA5,163310,no,1349767
3629,2020,New Hampshire,70719,30.0,Other Taxes,TA5,163310,no,1349767
3630,2018,Rhode Island,45923,40.0,Other Taxes,TA5,93127,no,1056486
3631,2019,Rhode Island,47198,40.0,Other Taxes,TA5,93127,no,1056486
3632,2020,Rhode Island,45397,40.0,Other Taxes,TA5,93127,no,1056486
3633,2018,Vermont,30020,46.0,Other Taxes,TA5,60245,no,624525
3634,2019,Vermont,30756,46.0,Other Taxes,TA5,60245,no,624525
3635,2020,Vermont,29545,46.0,Other Taxes,TA5,60245,no,624525
3636,2018,Delaware,44250,8.0,Other Taxes,TA5,102182,no,957078
3637,2019,Delaware,45865,8.0,Other Taxes,TA5,102182,no,957078
3638,2020,Delaware,44834,8.0,Other Taxes,TA5,102182,no,957078
3639,2018,Maryland,273980,21.0,Other Taxes,TA5,644937,no,6024891
3640,2019,Maryland,280842,21.0,Other Taxes,TA5,644937,no,6024891
3641,2020,Maryland,268457,21.0,Other Taxes,TA5,644937,no,6024891
3642,2018,New Jersey,443500,31.0,Other Taxes,TA5,1314367,no,8888543
3643,2019,New Jersey,458468,31.0,Other Taxes,TA5,1314367,no,8888543
3644,2020,New Jersey,446078,31.0,Other Taxes,TA5,1314367,no,8888543
3645,2018,New York,976857,33.0,Other Taxes,TA5,3843267,no,19590719
3646,2019,New York,1015020,33.0,Other Taxes,TA5,3843267,no,19590719
3647,2020,New York,961707,33.0,Other Taxes,TA5,3843267,no,19590719
3648,2018,Pennsylvania,577036,39.0,Other Taxes,TA5,1531359,no,12790447
3649,2019,Pennsylvania,594861,39.0,Other Taxes,TA5,1531359,no,12790447
3650,2020,Pennsylvania,570772,39.0,Other Taxes,TA5,1531359,no,12790447
3651,2018,Illinois,559565,14.0,Other Taxes,TA5,357495,no,12786196
3652,2019,Illinois,574300,14.0,Other Taxes,TA5,357495,no,12786196
3653,2020,Illinois,553612,14.0,Other Taxes,TA5,357495,no,12786196
3654,2018,Indiana,253792,15.0,Other Taxes,TA5,2582,no,6660082
3655,2019,Indiana,260120,15.0,Other Taxes,TA5,2582,no,6660082
3656,2020,Indiana,257343,15.0,Other Taxes,TA5,2582,no,6660082
3657,2018,Michigan,411916,23.0,Other Taxes,TA5,355290,no,9976447
3658,2019,Michigan,423448,23.0,Other Taxes,TA5,355290,no,9976447
3659,2020,Michigan,411364,23.0,Other Taxes,TA5,355290,no,9976447
3660,2018,Ohio,463474,36.0,Other Taxes,TA5,45999,no,11664129
3661,2019,Ohio,475942,36.0,Other Taxes,TA5,45999,no,11664129
3662,2020,Ohio,466160,36.0,Other Taxes,TA5,45999,no,11664129
3663,2018,Wisconsin,238008,50.0,Other Taxes,TA5,97219,no,5792051
3664,2019,Wisconsin,244555,50.0,Other Taxes,TA5,97219,no,5792051
3665,2020,Wisconsin,238923,50.0,Other Taxes,TA5,97219,no,5792051
3666,2018,Iowa,119390,16.0,Other Taxes,TA5,105474,no,3143637
3667,2019,Iowa,121840,16.0,Other Taxes,TA5,105474,no,3143637
3668,2020,Iowa,118905,16.0,Other Taxes,TA5,105474,no,3143637
3669,2018,Kansas,111458,17.0,Other Taxes,TA5,52731,no,2910689
3670,2019,Kansas,114771,17.0,Other Taxes,TA5,52731,no,2910689
3671,2020,Kansas,113185,17.0,Other Taxes,TA5,52731,no,2910689
3672,2018,Minnesota,255154,24.0,Other Taxes,TA5,471390,no,5568155
3673,2019,Minnesota,262443,24.0,Other Taxes,TA5,471390,no,5568155
3674,2020,Minnesota,251205,24.0,Other Taxes,TA5,471390,no,5568155
3675,2018,Missouri,244845,26.0,Other Taxes,TA5,12268,no,6108612
3676,2019,Missouri,252194,26.0,Other Taxes,TA5,12268,no,6108612
3677,2020,Missouri,246053,26.0,Other Taxes,TA5,12268,no,6108612
3678,2018,Nebraska,78632,28.0,Other Taxes,TA5,19751,no,1917575
3679,2019,Nebraska,80688,28.0,Other Taxes,TA5,19751,no,1917575
3680,2020,Nebraska,79714,28.0,Other Taxes,TA5,19751,no,1917575
3681,2018,North Dakota,34104,35.0,Other Taxes,TA5,1517134,no,755176
3682,2019,North Dakota,34836,35.0,Other Taxes,TA5,1517134,no,755176
3683,2020,North Dakota,33631,35.0,Other Taxes,TA5,1517134,no,755176
3684,2018,South Dakota,36219,42.0,Other Taxes,TA5,10361,no,873286
3685,2019,South Dakota,37599,42.0,Other Taxes,TA5,10361,no,873286
3686,2020,South Dakota,37338,42.0,Other Taxes,TA5,10361,no,873286
3687,2018,Alabama,170857,1.0,Other Taxes,TA5,100665,no,4875120
3688,2019,Alabama,177751,1.0,Other Taxes,TA5,100665,no,4875120
3689,2020,Alabama,176480,1.0,Other Taxes,TA5,100665,no,4875120
3690,2018,Arkansas,101727,4.0,Other Taxes,TA5,127212,no,3002997
3691,2019,Arkansas,104430,4.0,Other Taxes,TA5,127212,no,3002997
3692,2020,Arkansas,104489,4.0,Other Taxes,TA5,127212,no,3002997
3693,2018,Florida,927049,10.0,Other Taxes,TA5,2833116,no,20976812
3694,2019,Florida,966943,10.0,Other Taxes,TA5,2833116,no,20976812
3695,2020,Florida,947906,10.0,Other Taxes,TA5,2833116,no,20976812
3696,2018,Georgia,400690,11.0,Other Taxes,TA5,171865,no,10413055
3697,2019,Georgia,416542,11.0,Other Taxes,TA5,171865,no,10413055
3698,2020,Georgia,408753,11.0,Other Taxes,TA5,171865,no,10413055
3699,2018,Kentucky,160788,18.0,Other Taxes,TA5,194997,no,4453874
3700,2019,Kentucky,165186,18.0,Other Taxes,TA5,194997,no,4453874
3701,2020,Kentucky,163750,18.0,Other Taxes,TA5,194997,no,4453874
3702,2018,Louisiana,171430,19.0,Other Taxes,TA5,410279,no,4670818
3703,2019,Louisiana,176521,19.0,Other Taxes,TA5,410279,no,4670818
3704,2020,Louisiana,173521,19.0,Other Taxes,TA5,410279,no,4670818
3705,2018,Mississippi,94782,25.0,Other Taxes,TA5,45636,no,2989663
3706,2019,Mississippi,96534,25.0,Other Taxes,TA5,45636,no,2989663
3707,2020,Mississippi,95998,25.0,Other Taxes,TA5,45636,no,2989663
3708,2018,North Carolina,388543,34.0,Other Taxes,TA5,77327,no,10270800
3709,2019,North Carolina,407916,34.0,Other Taxes,TA5,77327,no,10270800
3710,2020,North Carolina,405953,34.0,Other Taxes,TA5,77327,no,10270800
3711,2018,South Carolina,188549,41.0,Other Taxes,TA5,117141,no,5021219
3712,2019,South Carolina,196624,41.0,Other Taxes,TA5,117141,no,5021219
3713,2020,South Carolina,195959,41.0,Other Taxes,TA5,117141,no,5021219
3714,2018,Tennessee,250646,43.0,Other Taxes,TA5,271068,no,6708794
3715,2019,Tennessee,260814,43.0,Other Taxes,TA5,271068,no,6708794
3716,2020,Tennessee,258252,43.0,Other Taxes,TA5,271068,no,6708794
3717,2018,Virginia,366752,47.0,Other Taxes,TA5,518500,no,8465207
3718,2019,Virginia,377556,47.0,Other Taxes,TA5,518500,no,8465207
3719,2020,Virginia,367303,47.0,Other Taxes,TA5,518500,no,8465207
3720,2018,West Virginia,66584,49.0,Other Taxes,TA5,333018,no,1817048
3721,2019,West Virginia,68110,49.0,Other Taxes,TA5,333018,no,1817048
3722,2020,West Virginia,66404,49.0,Other Taxes,TA5,333018,no,1817048
3723,2018,Arizona,273434,3.0,Other Taxes,TA5,85311,no,7048876
3724,2019,Arizona,287660,3.0,Other Taxes,TA5,85311,no,7048876
3725,2020,Arizona,287090,3.0,Other Taxes,TA5,85311,no,7048876
3726,2018,New Mexico,74540,32.0,Other Taxes,TA5,749783,no,2093395
3727,2019,New Mexico,76039,32.0,Other Taxes,TA5,749783,no,2093395
3728,2020,New Mexico,74276,32.0,Other Taxes,TA5,749783,no,2093395
3729,2018,Oklahoma,135983,37.0,Other Taxes,TA5,461653,no,3932640
3730,2019,Oklahoma,138946,37.0,Other Taxes,TA5,461653,no,3932640
3731,2020,Oklahoma,137469,37.0,Other Taxes,TA5,461653,no,3932640
3732,2018,Texas,1128352,44.0,Other Taxes,TA5,3282673,no,28322717
3733,2019,Texas,1173809,44.0,Other Taxes,TA5,3282673,no,28322717
3734,2020,Texas,1164466,44.0,Other Taxes,TA5,3282673,no,28322717
3735,2018,Colorado,259864,6.0,Other Taxes,TA5,0,no,5615902
3736,2019,Colorado,273403,6.0,Other Taxes,TA5,0,no,5615902
3737,2020,Colorado,270883,6.0,Other Taxes,TA5,0,no,5615902
3738,2018,Idaho,61376,13.0,Other Taxes,TA5,8411,no,1718904
3739,2019,Idaho,63986,13.0,Other Taxes,TA5,8411,no,1718904
3740,2020,Idaho,64781,13.0,Other Taxes,TA5,8411,no,1718904
3741,2018,Montana,43990,27.0,Other Taxes,TA5,170964,no,1053090
3742,2019,Montana,45545,27.0,Other Taxes,TA5,170964,no,1053090
3743,2020,Montana,45719,27.0,Other Taxes,TA5,170964,no,1053090
3744,2018,Utah,113864,45.0,Other Taxes,TA5,29589,no,3103118
3745,2019,Utah,119970,45.0,Other Taxes,TA5,29589,no,3103118
3746,2020,Utah,121445,45.0,Other Taxes,TA5,29589,no,3103118
3747,2018,Wyoming,24352,51.0,Other Taxes,TA5,450984,no,578934
3748,2019,Wyoming,24839,51.0,Other Taxes,TA5,450984,no,578934
3749,2020,Wyoming,24467,51.0,Other Taxes,TA5,450984,no,578934
3750,2018,Alaska,36645,2.0,Other Taxes,TA5,583158,no,739786
3751,2019,Alaska,37780,2.0,Other Taxes,TA5,583158,no,739786
3752,2020,Alaska,35636,2.0,Other Taxes,TA5,583158,no,739786
3753,2018,California,1835635,5.0,Other Taxes,TA5,174611,no,39399349
3754,2019,California,1921463,5.0,Other Taxes,TA5,174611,no,39399349
3755,2020,California,1835981,5.0,Other Taxes,TA5,174611,no,39399349
3756,2018,Hawaii,64439,12.0,Other Taxes,TA5,113505,no,1424203
3757,2019,Hawaii,66977,12.0,Other Taxes,TA5,113505,no,1424203
3758,2020,Hawaii,63427,12.0,Other Taxes,TA5,113505,no,1424203
3759,2018,Nevada,120132,29.0,Other Taxes,TA5,734317,no,2972405
3760,2019,Nevada,125927,29.0,Other Taxes,TA5,734317,no,2972405
3761,2020,Nevada,123054,29.0,Other Taxes,TA5,734317,no,2972405
3762,2018,Oregon,172989,38.0,Other Taxes,TA5,215718,no,4146592
3763,2019,Oregon,180750,38.0,Other Taxes,TA5,215718,no,4146592
3764,2020,Oregon,178375,38.0,Other Taxes,TA5,215718,no,4146592
3765,2018,Washington,347411,48.0,Other Taxes,TA5,1275676,no,7425432
3766,2019,Washington,363100,48.0,Other Taxes,TA5,1275676,no,7425432
3767,2020,Washington,354219,48.0,Other Taxes,TA5,1275676,no,7425432
3768,2018,Connecticut,181568,7.0,Death and Gift Taxes,T50,218789,no,3573880
3769,2019,Connecticut,185316,7.0,Death and Gift Taxes,T50,218789,no,3573880
3770,2020,Connecticut,179406,7.0,Death and Gift Taxes,T50,218789,no,3573880
3771,2018,Maine,60086,20.0,Death and Gift Taxes,T50,11718,no,1335063
3772,2019,Maine,62130,20.0,Death and Gift Taxes,T50,11718,no,1335063
3773,2020,Maine,61124,20.0,Death and Gift Taxes,T50,11718,no,1335063
3774,2018,Massachusetts,364730,22.0,Death and Gift Taxes,T50,336633,no,6863246
3775,2019,Massachusetts,377584,22.0,Death and Gift Taxes,T50,336633,no,6863246
3776,2020,Massachusetts,358472,22.0,Death and Gift Taxes,T50,336633,no,6863246
3777,2018,Rhode Island,45923,40.0,Death and Gift Taxes,T50,70601,no,1056486
3778,2019,Rhode Island,47198,40.0,Death and Gift Taxes,T50,70601,no,1056486
3779,2020,Rhode Island,45397,40.0,Death and Gift Taxes,T50,70601,no,1056486
3780,2018,Vermont,30020,46.0,Death and Gift Taxes,T50,16670,no,624525
3781,2019,Vermont,30756,46.0,Death and Gift Taxes,T50,16670,no,624525
3782,2020,Vermont,29545,46.0,Death and Gift Taxes,T50,16670,no,624525
3783,2018,Delaware,44250,8.0,Death and Gift Taxes,T50,2156,no,957078
3784,2019,Delaware,45865,8.0,Death and Gift Taxes,T50,2156,no,957078
3785,2020,Delaware,44834,8.0,Death and Gift Taxes,T50,2156,no,957078
3786,2018,Maryland,273980,21.0,Death and Gift Taxes,T50,227940,no,6024891
3787,2019,Maryland,280842,21.0,Death and Gift Taxes,T50,227940,no,6024891
3788,2020,Maryland,268457,21.0,Death and Gift Taxes,T50,227940,no,6024891
3789,2018,New Jersey,443500,31.0,Death and Gift Taxes,T50,748630,no,8888543
3790,2019,New Jersey,458468,31.0,Death and Gift Taxes,T50,748630,no,8888543
3791,2020,New Jersey,446078,31.0,Death and Gift Taxes,T50,748630,no,8888543
3792,2018,New York,976857,33.0,Death and Gift Taxes,T50,1190881,no,19590719
3793,2019,New York,1015020,33.0,Death and Gift Taxes,T50,1190881,no,19590719
3794,2020,New York,961707,33.0,Death and Gift Taxes,T50,1190881,no,19590719
3795,2018,Pennsylvania,577036,39.0,Death and Gift Taxes,T50,931908,no,12790447
3796,2019,Pennsylvania,594861,39.0,Death and Gift Taxes,T50,931908,no,12790447
3797,2020,Pennsylvania,570772,39.0,Death and Gift Taxes,T50,931908,no,12790447
3798,2018,Illinois,559565,14.0,Death and Gift Taxes,T50,280940,no,12786196
